# Scene: /home/lighthouse/ros2_ws/src/lighthouse/lighthouse_isaac_hospital_scene/isaac_hospital_scene_spot.usd
# Total prims listed: 1893
TYPE                           X         Y         Z        QX      QY      QZ      QW     R_deg   P_deg   Y_deg  PATH
Xform                     21.328     1.181     1.418     0.000   0.000   0.000   1.000      0.00    0.00    0.00  /World/hospital/SM_PillBottleSet_01a20
Xform                     21.263     1.481     1.167     0.000   0.000   0.707   0.707      0.00    0.00   90.00  /World/hospital/SM_PillBottleSet_01e14
Xform                     21.263     0.964     1.167     0.000   0.000   0.707   0.707      0.00    0.00   90.00  /World/hospital/SM_PillBottleSet_01e15
Xform                     21.263     1.065     1.167     0.000   0.000  -0.643   0.766      0.00    0.00  -80.00  /World/hospital/SM_PillBottleSet_01e16
Xform                     21.263     1.347     1.167     0.000   0.000   1.000   0.000      0.00    0.00  180.00  /World/hospital/SM_PillBottleSet_01e17
Xform                     21.285     1.287     0.932     0.000   0.000   0.000   1.000      0.00    0.00    0.00  /World/hospital/SM_PillBottleSet_01a21
Xform                     21.328     1.460     0.932     0.000   0.000   0.000   1.000      0.00    0.00    0.00  /World/hospital/SM_PillBottleSet_01a22
Xform                     21.263     1.112     0.935     0.000   0.000   0.707   0.707      0.00    0.00   90.00  /World/hospital/SM_PillBottleSet_01e18
Xform                     21.263     0.977     0.935     0.000   0.000   1.000   0.000      0.00    0.00  180.00  /World/hospital/SM_PillBottleSet_01e19
Xform                     21.242     2.374     1.706     0.000   0.000   1.000   0.000      0.00    0.00  180.00  /World/hospital/SM_PillBottleSet_01a23
Xform                     21.242     1.951     1.706     0.000   0.000   0.000   1.000      0.00    0.00    0.00  /World/hospital/SM_PillBottleSet_01a24
Xform                     21.242     1.959     1.418     0.000   0.000   0.000   1.000      0.00    0.00    0.00  /World/hospital/SM_PillBottleSet_01a25
Xform                     21.242     2.383     1.418     0.000   0.000   1.000   0.000      0.00    0.00  180.00  /World/hospital/SM_PillBottleSet_01a26
Xform                     21.198     2.210     1.418     0.000   0.000   1.000   0.000      0.00    0.00  180.00  /World/hospital/SM_PillBottleSet_01a27
Xform                     21.263     1.909     1.167     0.000   0.000   0.707  -0.707      0.00   -0.00  -90.00  /World/hospital/SM_PillBottleSet_01e20
Xform                     21.263     2.427     1.167     0.000   0.000   0.707  -0.707      0.00   -0.00  -90.00  /World/hospital/SM_PillBottleSet_01e21
Xform                     21.263     2.326     1.167     0.000   0.000   0.766   0.643      0.00    0.00  100.00  /World/hospital/SM_PillBottleSet_01e22
Xform                     21.263     2.044     1.167     0.000   0.000   0.000   1.000      0.00    0.00    0.00  /World/hospital/SM_PillBottleSet_01e23
Xform                     21.242     2.104     0.932     0.000   0.000   1.000   0.000      0.00    0.00  180.00  /World/hospital/SM_PillBottleSet_01a28
Xform                     21.198     1.931     0.932     0.000   0.000   1.000   0.000      0.00    0.00  180.00  /World/hospital/SM_PillBottleSet_01a29
Xform                     21.263     2.279     0.935     0.000   0.000   0.707  -0.707      0.00   -0.00  -90.00  /World/hospital/SM_PillBottleSet_01e24
Xform                     21.263     2.414     0.935     0.000   0.000   0.000   1.000      0.00    0.00    0.00  /World/hospital/SM_PillBottleSet_01e25
Xform                     25.042    -0.006     0.901     0.000   0.000   0.766  -0.643      0.00   -0.00 -100.00  /World/hospital/SM_UtilitiesTray_01e2_208
Xform                     25.070     0.551     0.901     0.000   0.000  -0.259   0.966      0.00    0.00  -30.00  /World/hospital/SM_Toolkit_02f_211
Xform                     12.321     0.738     0.845     0.000   0.000   0.862   0.760      0.00    0.00  110.37  /World/hospital/SM_ToiletPaper_224
Xform                     11.267     1.556     0.304     0.000   0.000   0.000   1.000      0.00    0.00    0.00  /World/hospital/SM_Toilet_227
Xform                     11.270     3.078     0.873     0.000   0.000   0.000   1.000      0.00    0.00    0.00  /World/hospital/SM_Washbasin_230
Xform                     11.679     3.736     0.001     0.000   0.000   0.000   1.000      0.00    0.00    0.00  /World/hospital/SM_TrashCan_1
Xform                     11.270     3.065     1.404     0.000   0.000   0.000   1.000      0.00    0.00    0.00  /World/hospital/SM_Mirror_236
Xform                     20.771    13.617     2.518     0.000   0.000   1.000   0.000      0.00    0.00  180.00  /World/hospital/SM_Intercom_01a9
Xform                     20.771    28.119     2.518     0.000   0.000   1.000   0.000      0.00    0.00  180.00  /World/hospital/SM_Intercom_01a10
Xform                     12.180     4.051     1.601     0.000   0.000   0.730  -0.776      0.00   -0.00  -93.37  /World/hospital/SM_Toweldispenser_01a_241
Xform                     12.321    -2.757     0.845     0.000   0.000   0.862   0.760      0.00    0.00  110.37  /World/hospital/SM_ToiletPaper2
Xform                     11.267    -1.939     0.304     0.000   0.000   0.000   1.000      0.00    0.00    0.00  /World/hospital/SM_Toilet2
Xform                     11.270    -0.417     0.873     0.000   0.000   0.000   1.000      0.00    0.00    0.00  /World/hospital/SM_Washbasin2
Xform                     11.679     0.241     0.001     0.000   0.000   0.000   1.000      0.00    0.00    0.00  /World/hospital/SM_TrashCan_2
Xform                     11.270    -0.430     1.404     0.000   0.000   0.000   1.000      0.00    0.00    0.00  /World/hospital/SM_Mirror2
Xform                     12.180     0.556     1.601     0.000   0.000   0.730  -0.776      0.00   -0.00  -93.37  /World/hospital/SM_Toweldispenser_01a2
Xform                     20.494     1.001     0.000     0.000   0.000   0.707   0.707      0.00    0.00   90.00  /World/hospital/trashcan_6
Xform                     -0.102     4.941     1.253     0.000   0.000   0.707   0.707      0.00    0.00   90.00  /World/hospital/SM_UtilitiesTray_01e3_251
Xform                     -0.113     5.116     1.627     0.000   0.000   0.000   1.000      0.00    0.00    0.00  /World/hospital/SM_PillBottleSet_01e26_254
Xform                     -0.132     4.923     1.627     0.000   0.000   0.000   1.000      0.00    0.00    0.00  /World/hospital/SM_PillBottleSet_01b2_257
Xform                     -0.132     4.767     1.627     0.000   0.000   0.985  -0.174      0.00   -0.00 -160.00  /World/hospital/SM_PillBottleSet_01b3
Xform                     -0.178     4.550     1.627     0.000   0.000   0.985  -0.174      0.00   -0.00 -160.00  /World/hospital/SM_PillBottleSet_01b4
Xform                     -0.094     4.596     1.627     0.000   0.000   0.000   1.000      0.00    0.00    0.00  /World/hospital/SM_PillBottleSet_01e27
Xform                     -0.186     4.560     0.879     0.000   0.000   1.000   0.000      0.00    0.00  180.00  /World/hospital/SM_PillBottleSet_01e28
Xform                     -0.167     4.753     0.879     0.000   0.000   1.000   0.000      0.00    0.00  180.00  /World/hospital/SM_PillBottleSet_01b5
Xform                     -0.167     4.910     0.879     0.000   0.000   0.174   0.985      0.00    0.00   20.00  /World/hospital/SM_PillBottleSet_01b6
Xform                     -0.121     5.126     0.879     0.000   0.000   0.174   0.985      0.00    0.00   20.00  /World/hospital/SM_PillBottleSet_01b7
Xform                     -0.206     5.080     0.879     0.000   0.000   1.000   0.000      0.00    0.00  180.00  /World/hospital/SM_PillBottleSet_01e29
Xform                     -0.074     4.582     0.879     0.000   0.000   1.000   0.000      0.00    0.00  180.00  /World/hospital/SM_PillBottleSet_01b8
Xform                     -0.065     5.152     0.504     0.000   0.000   0.000   1.000      0.00    0.00    0.00  /World/hospital/SM_PillBottleSet_01d2_269
Xform                     -0.166     5.103     0.504     0.000   0.000   0.000   1.000      0.00    0.00    0.00  /World/hospital/SM_PillBottleSet_01c2_272
Xform                     -0.165     4.620     0.504     0.000   0.000   0.000   1.000      0.00    0.00    0.00  /World/hospital/SM_PillBottle_01v_275
Xform                     -0.164     4.569     0.504     0.000   0.000   0.000   1.000      0.00    0.00    0.00  /World/hospital/SM_PillBottle_01t_278
Xform                     -0.195     4.756     0.504     0.000   0.000   0.000   1.000      0.00    0.00    0.00  /World/hospital/SM_PillBottleSet_01a30_281
Xform                     23.155    -3.758     0.825     0.000   0.000   0.866   0.500      0.00    0.00  120.00  /World/hospital/SM_BooksSet_2
Xform                     23.198    -3.450     0.825     0.000   0.000   0.259   0.966      0.00    0.00   30.00  /World/hospital/SM_Frame11_5
Xform                     23.221    -2.812     0.825     0.000   0.000  -0.174   0.985      0.00    0.00  -20.00  /World/hospital/SM_Frame17_8
Xform                     23.252     0.964     0.825     0.000   0.000   0.342   0.940      0.00    0.00   40.00  /World/hospital/SM_Frame15_11
Xform                     23.153     1.120     0.825     0.000   0.000   0.174   0.985      0.00    0.00   20.00  /World/hospital/SM_Frame12_17
Xform                     21.213    -3.017     0.001     0.000   0.000   0.707   0.707      0.00    0.00   90.00  /World/hospital/SM_Chart_Rack_01c4_20
Xform                     11.150     2.370     0.001     0.000   0.000   1.000   0.000      0.00    0.00  180.00  /World/hospital/BP_DrinksMachine_2
Xform                     11.150     2.370     0.001     0.000   0.000   1.000   0.000      0.00    0.00  180.00  /World/hospital/BP_DrinksMachine_2/InstancedBP_DrinksMachine_2
Xform                     10.503     2.880     1.475     0.000   0.000   0.866  -0.500      0.00   -0.00 -119.98  /World/hospital/BP_DrinksMachine_2/SM_BottleC
Xform                     10.570     2.880     1.475     0.000   0.000   0.793   0.609      0.00    0.00  105.00  /World/hospital/BP_DrinksMachine_2/SM_BottleC1
Xform                     10.636     2.880     1.475     0.000   0.000   0.609   0.793      0.00    0.00   75.00  /World/hospital/BP_DrinksMachine_2/SM_BottleC2
Xform                     10.503     2.785     1.475     0.000   0.000  -0.707   0.707      0.00    0.00  -90.00  /World/hospital/BP_DrinksMachine_2/SM_BottleC3
Xform                     10.566     2.785     1.475     0.000   0.000   0.707   0.707      0.00    0.00   90.00  /World/hospital/BP_DrinksMachine_2/SM_BottleC4
Xform                     10.503     2.689     1.475     0.000   0.000   1.000   0.000      0.00    0.00  180.00  /World/hospital/BP_DrinksMachine_2/SM_BottleC5
Xform                     10.570     2.681     1.475     0.000   0.000   0.966  -0.259      0.00   -0.00 -150.00  /World/hospital/BP_DrinksMachine_2/SM_BottleC6
Xform                     10.574     2.601     1.475     0.000   0.000  -0.707   0.707      0.00    0.00  -90.00  /World/hospital/BP_DrinksMachine_2/SM_BottleC7
Xform                     10.505     2.589     1.475     0.000   0.000   0.866  -0.500      0.00   -0.00 -120.00  /World/hospital/BP_DrinksMachine_2/SM_BottleC8
Xform                     10.502     2.490     1.475     0.000   0.000   1.000   0.000      0.00    0.00  180.00  /World/hospital/BP_DrinksMachine_2/SM_BottleB
Xform                     10.565     2.494     1.475     0.000   0.000   1.000   0.000      0.00    0.00  180.00  /World/hospital/BP_DrinksMachine_2/SM_BottleB1
Xform                     10.637     2.494     1.475     0.000   0.000   0.966  -0.259      0.00   -0.00 -150.00  /World/hospital/BP_DrinksMachine_2/SM_BottleB2
Xform                     10.501     2.397     1.475     0.000   0.000   0.966  -0.259      0.00   -0.00 -150.00  /World/hospital/BP_DrinksMachine_2/SM_BottleB3
Xform                     10.561     2.397     1.475     0.000   0.000   0.966   0.259      0.00    0.00  150.00  /World/hospital/BP_DrinksMachine_2/SM_BottleB4
Xform                     10.628     2.397     1.475     0.000   0.000   0.966  -0.259      0.00   -0.00 -150.00  /World/hospital/BP_DrinksMachine_2/SM_BottleB5
Xform                     10.501     2.307     1.475     0.000   0.000   1.000   0.000      0.00    0.00  180.00  /World/hospital/BP_DrinksMachine_2/SM_BottleB6
Xform                     10.559     2.307     1.475     0.000   0.000   0.924  -0.383      0.00   -0.00 -135.00  /World/hospital/BP_DrinksMachine_2/SM_BottleB7
Xform                     10.501     2.211     1.475     0.000   0.000   0.924   0.383      0.00    0.00  135.00  /World/hospital/BP_DrinksMachine_2/SM_BottleB8
Xform                     10.563     2.211     1.475     0.000   0.000   1.000   0.000      0.00    0.00  180.00  /World/hospital/BP_DrinksMachine_2/SM_BottleB9
Xform                     10.623     2.206     1.475     0.000   0.000   0.924  -0.383      0.00   -0.00 -135.00  /World/hospital/BP_DrinksMachine_2/SM_BottleB10
Xform                     10.513     2.112     1.475     0.000   0.000   1.000   0.000      0.00    0.00  180.00  /World/hospital/BP_DrinksMachine_2/SM_BottleB11
Xform                     10.576     2.112     1.475     0.000   0.000   0.866   0.500      0.00    0.00  120.00  /World/hospital/BP_DrinksMachine_2/SM_BottleB12
Xform                     10.647     2.112     1.475     0.000   0.000   1.000   0.000      0.00    0.00  180.00  /World/hospital/BP_DrinksMachine_2/SM_BottleB13
Xform                     10.508     2.880     1.186     0.000   0.000   1.000   0.000      0.00    0.00  180.00  /World/hospital/BP_DrinksMachine_2/SM_BottleD
Xform                     10.585     2.886     1.186     0.000   0.000   1.000   0.000      0.00    0.00  180.00  /World/hospital/BP_DrinksMachine_2/SM_BottleD1
Xform                     10.662     2.881     1.186     0.000   0.000   0.966  -0.259      0.00   -0.00 -150.00  /World/hospital/BP_DrinksMachine_2/SM_BottleD2
Xform                     10.508     2.783     1.186     0.000   0.000   0.982   0.189      0.00    0.00  158.27  /World/hospital/BP_DrinksMachine_2/SM_BottleD3
Xform                     10.578     2.783     1.186     0.000   0.000   1.000   0.000      0.00    0.00  180.00  /World/hospital/BP_DrinksMachine_2/SM_BottleD4
Xform                     10.650     2.783     1.186     0.000   0.000   0.966  -0.259      0.00   -0.00 -150.00  /World/hospital/BP_DrinksMachine_2/SM_BottleD5
Xform                     10.508     2.693     1.186     0.000   0.000   0.807  -0.591      0.00   -0.00 -107.60  /World/hospital/BP_DrinksMachine_2/SM_BottleD6
Xform                     10.582     2.699     1.186     0.000   0.000   0.866  -0.500      0.00   -0.00 -120.00  /World/hospital/BP_DrinksMachine_2/SM_BottleD7
Xform                     10.655     2.693     1.186     0.000   0.000   1.000   0.000      0.00    0.00  180.00  /World/hospital/BP_DrinksMachine_2/SM_BottleD8
Xform                     10.502     2.595     1.186     0.000   0.000   0.995  -0.096      0.00   -0.00 -169.01  /World/hospital/BP_DrinksMachine_2/SM_BottleD9
Xform                     10.574     2.590     1.186     0.000   0.000   0.924  -0.383      0.00   -0.00 -135.00  /World/hospital/BP_DrinksMachine_2/SM_BottleD10
Xform                     10.645     2.595     1.186     0.000   0.000   0.991   0.131      0.00    0.00  165.00  /World/hospital/BP_DrinksMachine_2/SM_BottleD11
Xform                     10.502     2.492     1.186     0.000   0.000   0.707   0.707      0.00    0.00   90.00  /World/hospital/BP_DrinksMachine_2/SM_BottleD12
Xform                     10.572     2.497     1.186     0.000   0.000   1.000   0.000      0.00    0.00  180.00  /World/hospital/BP_DrinksMachine_2/SM_BottleD13
Xform                     10.641     2.490     1.186     0.000   0.000   0.991  -0.131      0.00   -0.00 -165.00  /World/hospital/BP_DrinksMachine_2/SM_BottleD14
Xform                     10.508     2.399     1.186     0.000   0.000   1.000   0.000      0.00    0.00  180.00  /World/hospital/BP_DrinksMachine_2/SM_BottleF
Xform                     10.578     2.399     1.186     0.000   0.000   0.924  -0.383      0.00   -0.00 -135.00  /World/hospital/BP_DrinksMachine_2/SM_BottleF1
Xform                     10.649     2.405     1.186     0.000   0.000   1.000   0.000      0.00    0.00  180.00  /World/hospital/BP_DrinksMachine_2/SM_BottleF2
Xform                     10.501     2.308     1.186     0.000   0.000   0.966  -0.259      0.00   -0.00 -150.00  /World/hospital/BP_DrinksMachine_2/SM_BottleF3
Xform                     10.568     2.308     1.186     0.000   0.000   0.991   0.131      0.00    0.00  165.00  /World/hospital/BP_DrinksMachine_2/SM_BottleF4
Xform                     10.508     2.211     1.186     0.000   0.000   0.922   0.387      0.00    0.00  134.44  /World/hospital/BP_DrinksMachine_2/SM_BottleF5
Xform                     10.575     2.211     1.186     0.000   0.000   0.978  -0.210      0.00   -0.00 -155.75  /World/hospital/BP_DrinksMachine_2/SM_BottleF6
Xform                     10.648     2.211     1.186     0.000   0.000   1.000   0.000      0.00    0.00  180.00  /World/hospital/BP_DrinksMachine_2/SM_BottleF7
Xform                     10.508     2.111     1.186     0.000   0.000   1.000   0.000      0.00    0.00  180.00  /World/hospital/BP_DrinksMachine_2/SM_BottleF8
Xform                     10.508     2.880     0.897     0.000   0.000   1.000   0.000      0.00    0.00  180.00  /World/hospital/BP_DrinksMachine_2/SM_BottleA
Xform                     10.579     2.880     0.897     0.000   0.000   1.000   0.000      0.00    0.00  180.00  /World/hospital/BP_DrinksMachine_2/SM_BottleA1
Xform                     10.655     2.880     0.897     0.000   0.000   1.000   0.000      0.00    0.00  180.00  /World/hospital/BP_DrinksMachine_2/SM_BottleA2
Xform                     10.508     2.791     0.897     0.000   0.000   1.000   0.000      0.00    0.00  180.00  /World/hospital/BP_DrinksMachine_2/SM_BottleA3
Xform                     10.584     2.791     0.897     0.000   0.000   1.000   0.000      0.00    0.00  180.00  /World/hospital/BP_DrinksMachine_2/SM_BottleA4
Xform                     10.666     2.791     0.897     0.000   0.000   1.000   0.000      0.00    0.00  180.00  /World/hospital/BP_DrinksMachine_2/SM_BottleA5
Xform                     10.515     2.690     0.897     0.000   0.000   0.971   0.239      0.00    0.00  152.36  /World/hospital/BP_DrinksMachine_2/SM_BottleA6
Xform                     10.589     2.690     0.897     0.000   0.000   1.000   0.000      0.00    0.00  180.00  /World/hospital/BP_DrinksMachine_2/SM_BottleA7
Xform                     10.667     2.690     0.897     0.000   0.000   1.000   0.000      0.00    0.00  180.00  /World/hospital/BP_DrinksMachine_2/SM_BottleA8
Xform                     10.515     2.595     0.897     0.000   0.000   1.000   0.000      0.00    0.00  180.00  /World/hospital/BP_DrinksMachine_2/SM_BottleB14
Xform                     10.581     2.595     0.897     0.000   0.000   0.934  -0.357      0.00   -0.00 -138.13  /World/hospital/BP_DrinksMachine_2/SM_BottleB15
Xform                     10.654     2.595     0.897     0.000   0.000   1.000   0.000      0.00    0.00  180.00  /World/hospital/BP_DrinksMachine_2/SM_BottleB16
Xform                     10.727     2.595     0.897     0.000   0.000   0.924  -0.382      0.00   -0.00 -135.09  /World/hospital/BP_DrinksMachine_2/SM_BottleB17
Xform                     10.515     2.499     0.897     0.000   0.000   0.841  -0.540      0.00   -0.00 -114.60  /World/hospital/BP_DrinksMachine_2/SM_BottleC9
Xform                     10.591     2.499     0.897     0.000   0.000  -0.605   0.796      0.00    0.00  -74.42  /World/hospital/BP_DrinksMachine_2/SM_BottleC10
Xform                     10.665     2.499     0.897     0.000   0.000   0.986  -0.168      0.00   -0.00 -160.71  /World/hospital/BP_DrinksMachine_2/SM_BottleC11
Xform                     10.750     2.499     0.897     0.000   0.000   1.000   0.000      0.00    0.00  180.00  /World/hospital/BP_DrinksMachine_2/SM_BottleC12
Xform                     10.515     2.404     0.897     0.000   0.000   0.985  -0.175      0.00   -0.00 -159.85  /World/hospital/BP_DrinksMachine_2/SM_BottleD15
Xform                     10.597     2.404     0.897     0.000   0.000   0.984   0.178      0.00    0.00  159.52  /World/hospital/BP_DrinksMachine_2/SM_BottleD16
Xform                     10.672     2.410     0.897     0.000   0.000   0.990  -0.144      0.00   -0.00 -163.49  /World/hospital/BP_DrinksMachine_2/SM_BottleD17
Xform                     10.748     2.404     0.897     0.000   0.000   1.000   0.000      0.00    0.00  180.00  /World/hospital/BP_DrinksMachine_2/SM_BottleD18
Xform                     10.818     2.404     0.897     0.000   0.000   1.000   0.000      0.00    0.00  180.00  /World/hospital/BP_DrinksMachine_2/SM_BottleD19
Xform                     10.515     2.301     0.897     0.000   0.000   1.000   0.000      0.00    0.00  180.00  /World/hospital/BP_DrinksMachine_2/SM_BottleF9
Xform                     10.582     2.301     0.897     0.000   0.000   0.966  -0.257      0.00   -0.00 -150.24  /World/hospital/BP_DrinksMachine_2/SM_BottleF10
Xform                     10.664     2.301     0.897     0.000   0.000   0.847  -0.531      0.00   -0.00 -115.85  /World/hospital/BP_DrinksMachine_2/SM_BottleF11
Xform                     10.741     2.304     0.897     0.000   0.000   0.988   0.155      0.00    0.00  162.19  /World/hospital/BP_DrinksMachine_2/SM_BottleF12
Xform                     10.819     2.301     0.897     0.000   0.000   1.000   0.000      0.00    0.00  180.00  /World/hospital/BP_DrinksMachine_2/SM_BottleF13
Xform                     10.508     2.880     0.606     0.000   0.000   1.000   0.000      0.00    0.00  180.00  /World/hospital/BP_DrinksMachine_2/SM_BottleF14
Xform                     10.572     2.880     0.606     0.000   0.000   1.000   0.000      0.00    0.00  180.00  /World/hospital/BP_DrinksMachine_2/SM_BottleF15
Xform                     10.631     2.880     0.606     0.000   0.000   0.891  -0.455      0.00   -0.00 -125.87  /World/hospital/BP_DrinksMachine_2/SM_BottleF16
Xform                     10.697     2.880     0.606     0.000   0.000   0.876  -0.482      0.00   -0.00 -122.42  /World/hospital/BP_DrinksMachine_2/SM_BottleF17
Xform                     10.508     2.780     0.606     0.000   0.000  -0.653   0.758      0.00    0.00  -81.51  /World/hospital/BP_DrinksMachine_2/SM_BottleC13
Xform                     10.577     2.780     0.606     0.000   0.000   1.000   0.000      0.00    0.00  180.00  /World/hospital/BP_DrinksMachine_2/SM_BottleC14
Xform                     10.646     2.780     0.606     0.000   0.000   0.760   0.650      0.00    0.00   98.85  /World/hospital/BP_DrinksMachine_2/SM_BottleC15
Xform                     10.508     2.687     0.606     0.000   0.000   0.926  -0.379      0.00   -0.00 -135.51  /World/hospital/BP_DrinksMachine_2/SM_BottleC16
Xform                     10.577     2.687     0.606     0.000   0.000   0.820  -0.573      0.00   -0.00 -110.07  /World/hospital/BP_DrinksMachine_2/SM_BottleC17
Xform                     10.648     2.687     0.606     0.000   0.000   1.000   0.000      0.00    0.00  180.00  /World/hospital/BP_DrinksMachine_2/SM_BottleC18
Xform                     10.508     2.591     0.606     0.000   0.000   0.940   0.342      0.00    0.00  139.98  /World/hospital/BP_DrinksMachine_2/SM_BottleC19
Xform                     10.578     2.591     0.606     0.000   0.000   1.000   0.000      0.00    0.00  180.00  /World/hospital/BP_DrinksMachine_2/SM_BottleC20
Xform                     10.646     2.591     0.606     0.000   0.000   1.000   0.000      0.00    0.00  180.00  /World/hospital/BP_DrinksMachine_2/SM_BottleC21
Xform                     10.508     2.497     0.606     0.000   0.000   1.000   0.000      0.00    0.00  180.00  /World/hospital/BP_DrinksMachine_2/SM_BottleA9
Xform                     10.579     2.497     0.606     0.000   0.000   1.000   0.000      0.00    0.00  180.00  /World/hospital/BP_DrinksMachine_2/SM_BottleA10
Xform                     10.651     2.497     0.606     0.000   0.000   1.000   0.000      0.00    0.00  180.00  /World/hospital/BP_DrinksMachine_2/SM_BottleA11
Xform                     10.508     2.403     0.606     0.000   0.000   0.900   0.436      0.00    0.00  128.36  /World/hospital/BP_DrinksMachine_2/SM_BottleB18
Xform                     10.572     2.403     0.606     0.000   0.000   1.000   0.000      0.00    0.00  180.00  /World/hospital/BP_DrinksMachine_2/SM_BottleB19
Xform                     10.635     2.403     0.606     0.000   0.000   1.000   0.000      0.00    0.00  180.00  /World/hospital/BP_DrinksMachine_2/SM_BottleB20
Xform                     10.508     2.300     0.606     0.000   0.000   1.000   0.000      0.00    0.00  180.00  /World/hospital/BP_DrinksMachine_2/SM_BottleB21
Xform                     10.575     2.300     0.606     0.000   0.000   0.932  -0.362      0.00   -0.00 -137.57  /World/hospital/BP_DrinksMachine_2/SM_BottleB22
Xform                     10.644     2.300     0.606     0.000   0.000   1.000   0.000      0.00    0.00  180.00  /World/hospital/BP_DrinksMachine_2/SM_BottleB23
Xform                     10.508     2.208     0.606     0.000   0.000   0.994  -0.109      0.00   -0.00 -167.52  /World/hospital/BP_DrinksMachine_2/SM_BottleD20
Xform                     10.508     2.112     0.606     0.000   0.000   0.751   0.660      0.00    0.00   97.37  /World/hospital/BP_DrinksMachine_2/SM_BottleD21
Xform                     10.581     2.208     0.606     0.000   0.000   0.927   0.374      0.00    0.00  136.05  /World/hospital/BP_DrinksMachine_2/SM_BottleD22
Xform                     10.508     2.784     0.317     0.000   0.000   1.000   0.000      0.00    0.00  180.00  /World/hospital/BP_DrinksMachine_2/SM_BottleA12
Xform                     10.581     2.784     0.317     0.000   0.000   1.000   0.000      0.00    0.00  180.00  /World/hospital/BP_DrinksMachine_2/SM_BottleA13
Xform                     10.650     2.784     0.317     0.000   0.000   1.000   0.000      0.00    0.00  180.00  /World/hospital/BP_DrinksMachine_2/SM_BottleA14
Xform                     10.508     2.687     0.317     0.000   0.000   1.000   0.000      0.00    0.00  180.00  /World/hospital/BP_DrinksMachine_2/SM_BottleB24
Xform                     10.571     2.687     0.317     0.000   0.000   0.968  -0.252      0.00   -0.00 -150.83  /World/hospital/BP_DrinksMachine_2/SM_BottleB25
Xform                     10.635     2.687     0.317     0.000   0.000   0.936  -0.352      0.00   -0.00 -138.76  /World/hospital/BP_DrinksMachine_2/SM_BottleB26
Xform                     10.661     2.208     0.606     0.000   0.000   1.000   0.000      0.00    0.00  180.00  /World/hospital/BP_DrinksMachine_2/SM_BottleD23
Xform                     10.583     2.121     0.606     0.000   0.000   1.000   0.000      0.00    0.00  180.00  /World/hospital/BP_DrinksMachine_2/SM_BottleD24
Xform                     10.656     2.121     0.606     0.000   0.000   0.933  -0.361      0.00   -0.00 -137.66  /World/hospital/BP_DrinksMachine_2/SM_BottleD25
Xform                     10.513     2.603     0.317     0.000   0.000   0.977   0.215      0.00    0.00  155.13  /World/hospital/BP_DrinksMachine_2/SM_BottleB27
Xform                     10.579     2.603     0.317     0.000   0.000   0.933  -0.360      0.00   -0.00 -137.79  /World/hospital/BP_DrinksMachine_2/SM_BottleB28
Xform                     10.641     2.603     0.317     0.000   0.000   1.000   0.000      0.00    0.00  180.00  /World/hospital/BP_DrinksMachine_2/SM_BottleB29
Xform                     10.513     2.497     0.317     0.000   0.000   0.957   0.291      0.00    0.00  146.20  /World/hospital/BP_DrinksMachine_2/SM_BottleD26
Xform                     10.579     2.497     0.317     0.000   0.000   0.931  -0.365      0.00   -0.00 -137.21  /World/hospital/BP_DrinksMachine_2/SM_BottleD27
Xform                     10.646     2.497     0.317     0.000   0.000   1.000   0.000      0.00    0.00  180.00  /World/hospital/BP_DrinksMachine_2/SM_BottleD28
Xform                     10.710     2.497     0.317     0.000   0.000   1.000   0.000      0.00    0.00  180.00  /World/hospital/BP_DrinksMachine_2/SM_BottleD29
Xform                     10.783     2.497     0.317     0.000   0.000   1.000   0.000      0.00    0.00  180.00  /World/hospital/BP_DrinksMachine_2/SM_BottleD30
Xform                     10.513     2.397     0.317     0.000   0.000   0.972   0.235      0.00    0.00  152.77  /World/hospital/BP_DrinksMachine_2/SM_BottleF18
Xform                     10.576     2.402     0.317     0.000   0.000   0.937  -0.349      0.00   -0.00 -139.19  /World/hospital/BP_DrinksMachine_2/SM_BottleF19
Xform                     10.639     2.399     0.317     0.000   0.000   1.000   0.000      0.00    0.00  180.00  /World/hospital/BP_DrinksMachine_2/SM_BottleF20
Xform                     10.708     2.399     0.317     0.000   0.000   1.000   0.000      0.00    0.00  180.00  /World/hospital/BP_DrinksMachine_2/SM_BottleF21
Xform                     10.513     2.311     0.317     0.000   0.000   0.959  -0.284      0.00   -0.00 -147.00  /World/hospital/BP_DrinksMachine_2/SM_BottleF22
Xform                     10.577     2.311     0.317     0.000   0.000   0.999   0.033      0.00    0.00  176.19  /World/hospital/BP_DrinksMachine_2/SM_BottleF23
Xform                     10.644     2.311     0.317     0.000   0.000   1.000   0.000      0.00    0.00  180.00  /World/hospital/BP_DrinksMachine_2/SM_BottleF24
Xform                     10.711     2.311     0.317     0.000   0.000   1.000   0.000      0.00    0.00  180.00  /World/hospital/BP_DrinksMachine_2/SM_BottleF25
SphereLight               10.368     2.102     1.079    -0.005  -0.005   0.005   0.500     -0.29   -0.28    0.29  /World/hospital/BP_DrinksMachine_2/PointLight
SphereLight               10.368     2.902     1.079    -0.005  -0.005   0.005   0.500     -0.29   -0.28    0.29  /World/hospital/BP_DrinksMachine_2/PointLight1
Xform                    -34.180     3.250     0.001     0.000   0.000   0.000   1.000      0.00    0.00    0.00  /World/hospital/BP_DrinksMachine2
